skill_dribbling,skill_curve,skill_ball_control,skill_moves,age,height_cm,weight_kg,power_strength
67,32,46,2,22,173,71,68
9,10,15,1,24,193,74,59
60,44,64,2,22,182,76,67
53,43,59,2,21,185,79,62
62,45,58,2,22,181,76,59
56,52,57,2,21,178,70,64
60,79,60,3,21,170,62,32
65,48,64,2,22,178,76,58
65,48,63,3,20,175,63,45
57,38,59,2,22,189,79,72
43,25,57,2,22,194,82,75
65,51,60,2,22,178,72,57
25,43,52,2,22,186,92,85
57,52,58,3,20,183,68,62
56,63,63,2,22,180,70,48
48,35,51,2,20,182,77,80
59,39,60,2,22,181,71,60
34,30,37,2,21,190,79,65
49,16,47,2,25,193,71,74
63,52,62,3,24,176,75,63
16,18,20,1,23,184,78,67
63,44,63,3,23,178,76,60
59,62,62,3,24,175,70,47
44,27,51,2,25,186,77,66
60,44,64,2,22,172,72,67
28,26,48,2,23,191,84,74
59,61,61,3,23,192,78,73
62,48,56,2,23,180,70,60
25,25,40,2,25,194,89,90
52,42,64,2,25,172,62,56
63,54,60,2,21,180,77,74
62,49,62,3,22,174,77,66
24,22,22,1,21,183,74,44
63,68,61,2,24,183,75,62
45,31,59,2,23,188,80,73
53,43,58,2,23,181,71,66
63,48,64,2,23,182,72,58
58,37,62,2,23,183,73,57
55,34,56,2,21,186,81,69
49,51,59,2,23,177,60,51
40,25,60,2,23,190,88,76
58,40,35,2,23,178,76,68
56,40,50,2,24,190,78,70
57,48,60,2,23,178,72,56
61,43,62,2,23,183,77,69
66,39,60,2,23,178,70,58
57,43,58,2,23,172,69,63
62,40,59,2,24,188,77,69
54,26,58,3,23,175,70,56
67,43,65,3,22,168,62,34
55,31,57,2,23,178,70,62
60,50,59,2,24,187,78,64
59,26,55,2,22,181,71,60
32,26,42,2,21,196,83,81
63,63,61,3,22,176,70,53
41,30,52,2,22,185,80,71
60,31,59,3,23,180,74,66
55,51,64,2,18,171,67,59
65,46,63,2,22,169,62,56
28,23,31,2,22,185,79,83
39,28,28,2,22,191,78,76
67,58,62,4,23,184,77,64
66,55,60,2,21,176,70,62
64,49,61,2,22,181,73,55
57,45,54,2,23,185,75,67
37,38,56,2,25,190,84,80
45,29,57,2,25,188,81,78
23,17,20,1,25,189,87,60
59,55,59,2,23,188,74,70
42,39,54,2,23,183,75,66
29,28,39,2,25,183,70,70
65,49,63,2,22,168,64,57
16,15,22,1,23,191,70,52
17,19,18,1,23,186,85,61
58,45,61,3,22,177,70,59
54,32,56,2,23,185,75,61
61,55,62,2,24,176,70,55
61,53,64,2,24,187,79,70
57,48,58,2,24,181,69,67
61,59,60,3,23,182,76,60
42,58,56,2,23,183,87,68
62,33,64,2,24,175,68,48
60,34,60,2,21,183,73,65
61,44,58,2,23,178,67,46
61,43,59,2,21,183,73,65
65,48,65,3,23,184,77,63
66,53,63,3,23,180,75,58
58,32,55,2,23,177,69,64
12,15,20,1,23,196,93,68
66,45,62,3,24,175,68,41
12,14,11,1,24,187,81,71
62,43,64,2,24,179,74,57
46,49,48,2,23,179,68,60
68,52,66,2,23,182,78,66
33,22,42,2,23,189,80,74
61,35,59,2,23,180,75,59
33,26,41,2,23,193,85,76
64,54,61,2,24,178,71,52
52,43,57,2,24,180,75,62
55,69,57,2,25,180,77,66
52,38,60,2,25,185,72,73
34,25,46,2,26,185,78,73
48,60,59,2,25,186,72,70
58,30,61,2,23,169,68,63
62,63,60,3,24,178,74,57
36,22,43,2,25,175,74,70
64,60,63,2,25,174,67,66
54,43,57,2,24,189,90,90
55,42,62,2,22,188,78,74
59,62,65,3,25,176,68,70
57,56,60,2,24,172,72,63
57,42,60,2,26,181,76,59
67,45,63,3,22,177,70,51
53,49,58,2,25,177,70,74
65,54,65,2,23,162,62,37
52,44,57,2,25,174,68,67
60,34,65,2,24,187,78,79
64,38,62,2,24,174,70,57
70,54,68,2,23,182,76,63
26,29,27,2,26,191,80,74
58,52,67,2,24,193,82,73
55,52,61,2,25,186,80,74
39,34,55,2,21,186,79,62
60,34,61,2,25,187,78,73
63,42,62,2,24,185,83,70
29,20,35,2,24,176,72,69
54,39,58,2,22,174,69,40
58,42,55,2,23,175,66,59
61,44,56,2,24,186,75,73
64,47,62,2,23,187,80,53
55,31,58,2,23,188,80,70
57,39,59,3,25,169,70,45
59,37,61,2,24,189,71,62
8,10,16,1,26,191,77,57
61,52,62,2,25,177,62,56
63,58,62,3,25,174,62,53
16,15,26,1,25,190,83,52
37,41,49,2,26,187,78,81
61,58,64,2,25,170,64,31
54,36,62,2,24,172,75,67
17,16,25,1,26,195,87,73
56,54,58,2,24,180,68,59
34,26,59,2,26,177,73,74
62,61,61,3,21,181,72,41
16,19,18,1,27,191,93,85
13,14,22,1,27,191,87,69
44,26,51,2,23,195,90,85
50,29,58,2,25,186,74,71
56,27,57,2,22,185,80,82
63,41,58,2,24,182,75,58
34,25,41,2,26,187,81,71
60,40,65,2,26,170,70,61
38,26,43,2,25,178,78,75
14,10,18,1,26,201,85,69
57,38,63,2,24,172,68,52
37,31,46,2,24,183,79,64
28,28,55,2,25,185,84,78
27,29,38,2,23,187,75,73
5,14,19,1,25,185,77,47
64,38,56,2,25,181,72,53
41,25,48,2,27,196,82,86
62,42,61,3,25,176,68,59
24,13,34,1,25,185,80,57
42,39,51,2,25,191,74,80
60,53,64,2,26,175,75,67
22,28,38,2,25,196,83,84
14,18,26,1,28,191,90,83
57,31,55,2,25,176,67,62
19,20,18,1,27,184,85,58
62,60,62,3,24,170,62,31
62,50,61,3,26,170,69,62
61,58,60,2,23,171,67,58
53,52,61,2,23,178,68,66
55,47,59,2,25,177,73,70
37,35,36,2,27,188,74,60
36,48,55,2,26,186,78,62
50,40,55,2,26,183,79,75
62,45,64,2,24,183,75,57
60,53,60,2,25,180,70,57
39,31,48,2,25,186,77,70
54,45,58,2,26,174,64,65
62,43,60,2,26,173,67,67
18,13,19,1,26,191,88,79
68,49,64,3,22,175,68,44
18,17,20,1,26,182,78,45
64,37,59,2,25,172,69,56
64,32,57,2,25,176,72,59
60,41,63,2,24,179,73,65
62,45,61,3,25,169,67,62
68,47,65,2,24,177,71,33
56,52,59,2,26,185,76,73
47,39,51,2,26,192,85,78
64,48,62,3,25,172,68,43
63,42,62,2,24,178,81,73
67,57,53,2,25,167,57,35
15,16,22,1,28,190,93,81
53,47,55,2,26,182,78,81
65,36,66,3,25,178,72,60
52,35,56,2,26,186,75,66
57,60,53,2,25,183,84,63
59,62,65,2,26,173,73,57
45,21,43,2,28,184,71,70
56,21,61,3,26,192,80,80
22,20,28,1,29,183,75,56
67,57,64,2,26,180,78,62
14,13,18,1,28,190,90,58
16,21,18,1,25,183,79,57
25,32,35,2,28,187,80,75
12,16,16,1,29,190,86,69
62,41,56,2,26,181,81,68
50,40,58,2,27,175,68,64
44,27,48,2,26,182,75,67
30,23,49,2,27,182,75,72
45,59,51,2,26,173,64,62
9,21,19,1,28,185,79,68
36,37,37,2,26,180,77,72
62,61,57,3,27,170,70,59
59,24,62,2,27,180,73,70
64,59,63,3,28,180,72,59
15,16,17,1,29,188,94,80
55,53,58,2,27,183,78,68
59,41,64,2,26,188,83,78
61,42,58,2,27,186,83,66
64,48,62,2,26,180,68,57
41,45,60,2,27,181,72,65
70,41,64,2,26,172,75,54
52,33,53,2,28,188,78,73
64,40,56,2,26,176,72,62
59,54,59,2,25,175,70,66
66,35,58,3,27,177,70,57
30,26,38,2,28,192,83,75
54,51,58,2,26,180,75,72
63,36,62,3,26,177,69,47
59,47,58,2,26,175,67,45
67,53,66,3,27,180,75,58
61,49,60,2,26,168,61,48
63,62,61,2,26,178,73,53
55,44,65,2,40,175,75,72
20,13,35,1,36,188,80,59
12,12,24,1,33,191,83,61
48,44,48,2,33,191,78,87
51,40,55,2,35,184,83,74
57,61,53,2,36,178,68,29
60,70,61,3,34,181,75,56
58,62,62,2,32,183,72,72
61,63,62,2,33,180,70,70
60,66,59,3,32,175,68,57
51,45,55,2,30,185,77,69
15,20,15,1,35,186,82,51
55,60,60,2,33,180,79,70
13,14,14,1,39,186,85,65
46,34,51,2,33,190,85,75
59,58,63,2,29,180,68,57
45,53,60,2,34,183,77,71
58,50,60,2,32,170,73,53
52,50,61,2,32,177,81,66
12,14,25,1,34,194,97,47
59,52,58,2,32,177,68,60
17,12,22,1,31,192,85,65
63,44,65,3,30,175,65,64
58,35,60,2,31,185,71,77
40,43,41,2,29,185,81,83
46,43,63,2,32,176,68,74
21,34,21,1,34,185,65,62
62,43,65,2,29,185,76,75
55,47,58,2,29,183,79,73
49,47,58,2,29,176,72,58
61,43,59,3,31,170,60,31
68,46,59,3,31,181,74,57
58,39,57,2,32,170,68,67
58,62,59,2,31,179,75,75
62,70,63,2,26,175,70,70
63,44,58,3,28,184,77,72
56,44,60,2,29,181,77,70
57,63,60,2,30,173,67,62
58,60,58,3,27,175,70,62
50,44,60,2,29,174,69,70
11,15,20,1,30,184,70,72
60,59,51,2,31,167,57,53
54,44,57,2,28,178,73,72
63,40,61,2,28,180,72,81
55,29,57,2,27,162,58,59
10,17,25,1,34,179,75,48
15,13,17,1,29,184,78,60
57,33,59,2,29,188,80,79
52,40,51,2,29,194,92,86
57,51,59,2,28,178,77,80
48,30,55,2,29,182,77,70
61,51,58,2,30,182,78,68
60,41,61,2,28,178,64,64
62,39,63,2,28,185,81,77
50,22,49,2,32,183,84,88
55,65,70,2,27,175,69,64
59,47,59,2,29,184,79,68
17,20,24,1,37,190,85,45
63,44,65,3,28,187,74,74
60,52,60,3,27,177,69,46
52,40,53,2,36,179,74,78
66,49,58,3,29,171,66,37
53,60,58,2,32,180,74,73
64,44,46,3,30,173,69,48
53,28,59,2,32,166,68,69
54,41,62,2,29,187,72,76
56,40,58,2,32,182,78,70
30,28,27,2,29,191,88,71
19,17,20,1,34,191,85,76
23,24,39,2,28,188,87,79
28,23,44,2,32,185,87,87
60,39,61,2,26,181,73,63
66,49,61,2,25,170,63,66
58,38,62,2,30,184,78,75
51,48,55,2,31,193,82,79
62,59,60,2,27,183,70,57
10,10,19,1,33,182,73,45
66,43,52,2,30,183,75,65
61,53,58,3,27,171,63,57
48,29,59,2,30,180,72,72
64,61,60,3,26,176,66,55
54,47,51,2,31,176,70,61
61,44,58,2,29,172,71,57
55,33,58,2,29,181,77,66
56,35,58,2,29,175,71,64
59,52,62,2,33,180,77,70
48,32,49,2,30,174,70,57
8,14,18,1,32,196,90,71
25,25,41,2,30,180,72,65
53,41,59,2,29,176,73,57
51,47,60,2,37,184,80,84
47,33,52,2,27,181,73,65
66,52,52,2,28,174,72,59
29,24,48,2,29,186,80,80
64,26,63,2,30,175,70,69
63,48,60,2,31,180,76,60
9,10,10,1,34,191,82,46
45,28,51,2,29,179,74,67
60,61,62,3,31,178,70,61
62,48,58,3,16,167,63,37
50,54,63,2,18,183,68,43
63,35,52,2,17,175,62,47
27,22,41,2,17,190,87,79
40,25,50,2,18,185,70,64
64,61,60,2,17,173,68,37
49,41,57,2,19,178,72,59
12,14,15,1,19,190,80,64
57,60,56,2,19,189,77,57
60,46,59,2,18,188,85,79
7,12,18,1,17,191,84,41
56,54,57,3,18,174,67,49
65,45,61,2,18,191,77,65
57,41,61,3,19,189,74,61
60,62,60,2,17,175,72,51
63,58,62,2,18,176,69,46
41,36,49,2,19,180,72,63
16,28,40,2,19,188,80,64
57,42,55,2,19,183,75,61
59,62,57,2,19,175,63,52
61,49,59,2,17,180,67,56
59,49,59,2,19,171,67,35
55,41,55,2,19,190,80,63
70,49,61,3,17,172,70,55
61,51,63,2,17,177,64,46
65,55,62,2,19,180,70,44
56,34,59,2,20,183,76,58
10,12,15,1,19,183,76,65
21,13,28,1,18,189,76,57
7,13,13,1,19,199,90,70
14,12,15,1,19,198,80,71
64,49,64,3,20,170,62,56
60,51,62,2,19,166,69,37
65,50,61,4,18,171,63,44
40,32,47,2,19,185,76,60
52,38,50,2,18,188,87,78
63,59,62,2,19,172,64,46
64,46,63,2,19,171,69,43
63,45,63,2,18,178,68,45
66,35,64,2,19,173,68,45
59,46,61,2,19,177,75,61
66,31,67,2,19,180,65,40
50,40,62,2,18,188,76,64
27,31,41,2,17,186,72,63
41,31,44,2,19,180,72,64
62,42,59,2,18,175,67,42
66,58,64,3,17,175,60,39
55,48,50,2,18,177,74,55
34,22,42,2,20,180,74,60
63,56,64,2,20,181,71,65
59,43,59,2,20,180,72,61
59,33,62,2,19,175,60,32
51,29,56,2,20,181,72,72
8,13,15,1,20,192,81,60
66,47,63,2,20,175,70,50
61,51,58,2,20,189,82,67
30,22,42,2,20,186,78,77
63,50,58,2,18,166,64,48
61,36,60,3,17,170,68,56
70,58,64,3,18,175,70,42
53,42,59,2,18,185,78,81
61,55,64,2,19,169,63,31
65,43,55,2,20,182,77,58
61,53,63,2,20,180,78,48
52,58,54,2,19,180,70,65
65,36,60,2,19,176,75,61
56,40,58,2,19,169,66,48
67,49,60,2,20,177,73,52
7,12,17,1,20,192,80,60
16,21,25,1,20,193,83,68
63,53,60,3,19,177,72,50
64,54,62,2,18,176,65,44
58,38,59,2,18,178,71,65
58,44,56,2,19,178,79,60
56,54,60,2,19,182,72,52
26,30,41,2,18,188,80,66
57,47,59,2,20,180,70,65
60,55,61,2,20,173,64,53
62,42,58,2,20,173,73,60
50,30,45,2,20,190,72,69
61,46,65,2,20,180,75,62
55,37,57,2,19,180,70,61
53,41,62,2,20,188,78,76
68,41,61,3,19,176,68,45
63,56,66,3,19,178,75,57
48,32,57,2,19,187,78,76
58,46,59,2,19,183,75,62
53,42,64,2,20,179,73,65
63,34,58,2,19,178,66,55
47,45,60,2,20,183,78,51
54,42,57,2,18,190,80,69
29,30,30,2,19,185,78,62
60,57,59,2,19,188,82,60
55,56,61,2,19,185,80,58
70,45,62,2,18,181,71,50
58,57,61,2,19,176,62,45
34,29,39,2,18,191,80,71
51,30,38,2,19,170,70,46
55,47,56,2,18,183,78,62
59,34,54,2,18,183,68,46
60,43,53,2,18,186,80,67
65,49,68,2,18,184,72,61
62,38,55,2,18,174,67,48
64,49,59,3,21,173,64,51
57,35,62,2,20,187,67,78
58,46,61,2,20,183,64,62
65,44,61,3,19,173,67,41
60,59,65,2,19,176,70,51
14,12,17,1,20,189,83,64
60,56,60,2,20,188,75,68
64,49,62,2,19,182,75,65
57,48,56,2,20,187,74,55
11,13,19,1,20,188,80,61
58,56,60,3,20,173,68,48
65,49,67,2,19,171,68,40
66,58,68,3,20,179,71,52
52,47,61,2,19,177,65,52
35,31,44,2,20,192,90,79
60,41,59,2,18,178,66,52
32,26,50,2,21,178,74,56
61,59,59,2,20,185,77,68
52,46,58,2,19,181,75,60
63,57,59,2,18,184,73,59
57,43,59,2,20,176,70,48
64,54,61,2,20,178,75,69
41,28,50,2,20,185,80,57
41,34,55,2,19,178,70,57
64,44,55,2,19,170,60,31
52,49,61,2,18,176,70,47
54,40,55,2,18,180,71,59
33,27,48,2,18,187,85,69
62,54,55,2,20,179,77,65
66,52,64,3,18,184,68,42
65,48,61,2,19,178,68,51
6,11,18,1,19,180,75,43
62,42,59,2,18,176,67,49
55,50,54,2,19,188,82,68
61,38,59,2,18,185,75,59
64,56,62,4,21,178,68,48
64,64,62,3,21,175,69,41
16,12,17,1,20,185,70,59
60,50,61,2,20,175,70,50
30,29,45,2,21,188,86,81
52,41,54,2,21,181,73,60
62,44,64,3,19,176,70,50
10,14,11,1,21,185,84,68
59,41,62,2,19,182,73,63
55,26,56,2,21,173,65,58
63,48,62,3,21,173,65,47
62,54,64,2,20,179,68,52
57,48,59,2,19,178,68,61
63,33,59,2,20,179,76,58
63,46,64,2,21,187,77,66
61,39,62,2,21,184,75,60
65,60,63,3,21,182,70,54
62,36,50,2,20,167,68,44
55,35,58,2,19,185,77,69
71,52,67,3,21,175,65,31
62,48,57,3,18,178,75,55
59,47,58,2,18,168,67,51
12,11,13,1,19,187,78,45
58,46,56,2,19,186,81,67
11,11,14,1,19,193,84,63
59,47,63,3,18,174,67,40
61,57,63,2,20,175,68,40
54,42,57,2,20,184,80,67
60,58,60,2,21,177,73,63
64,48,58,2,21,175,68,57
62,47,62,3,20,170,65,58
71,58,64,3,19,180,64,45
58,29,60,2,20,180,73,58
62,53,61,2,18,172,66,45
70,50,70,2,19,177,68,45
60,47,64,2,21,173,66,31
63,55,65,3,21,178,63,58
62,33,57,3,21,172,70,56
10,13,15,1,21,190,85,42
63,38,61,2,21,179,70,44
56,49,60,2,21,180,72,40
60,40,52,2,21,183,85,71
58,58,56,2,20,176,70,59
60,42,60,3,19,189,82,65
62,45,63,2,20,184,76,59
59,45,61,2,18,181,81,75
55,63,59,2,19,174,71,40
45,32,48,2,21,175,70,60
63,50,66,2,20,161,59,32
45,33,57,2,19,187,82,72
58,34,50,2,19,181,71,58
64,60,61,2,20,178,73,58
12,12,17,1,21,185,78,62
61,31,63,2,20,180,71,56
36,20,43,2,20,188,80,67
59,41,63,2,22,195,80,75
61,46,59,2,19,172,71,48
63,48,60,2,19,180,77,54
59,37,52,2,19,175,70,47
64,54,63,2,19,183,67,41
57,40,55,2,19,179,70,50
37,24,42,2,19,189,78,70
66,44,63,3,19,185,74,61
55,49,53,2,20,190,83,74
58,43,55,2,20,173,70,58
60,41,61,2,19,181,77,53
62,46,54,2,19,175,65,40
64,55,65,3,21,180,76,59
64,50,59,2,22,170,65,38
10,14,12,1,21,187,80,63
56,58,58,2,19,174,68,53
10,13,12,1,22,200,90,72
44,27,57,2,21,189,84,82
61,45,62,2,19,172,74,59
46,31,53,2,19,184,73,67
60,50,61,2,19,175,63,58
40,26,43,2,19,188,82,75
64,39,60,2,20,171,60,67
8,12,17,1,20,187,74,56
7,13,16,1,21,187,78,48
70,46,64,2,20,180,74,42
59,50,58,2,21,178,64,63
66,57,62,3,20,184,70,48
62,36,55,2,20,176,77,58
8,10,17,1,20,188,80,58
35,35,48,2,19,185,80,75
64,36,62,2,19,179,75,59
50,32,56,3,18,180,75,58
61,42,61,2,18,177,68,65
62,43,59,2,20,180,59,52
55,45,60,2,21,175,70,63
52,41,54,2,20,178,77,64
58,47,62,2,20,180,69,65
45,45,58,2,20,193,79,67
63,59,65,2,20,183,73,48
6,10,19,1,20,190,80,60
56,64,59,2,22,178,65,59
57,33,60,2,22,179,73,56
63,52,61,3,21,175,70,50
60,36,64,2,22,172,75,57
14,15,21,1,21,196,87,64
41,37,46,2,20,186,78,76
48,42,55,2,21,178,76,67
13,13,16,1,22,186,74,48
57,40,61,2,20,178,72,68
61,28,52,2,21,190,84,81
32,36,43,2,19,185,78,76
53,24,63,2,20,185,75,56
65,48,63,2,20,177,82,68
60,34,58,2,22,165,64,36
34,30,37,2,22,186,86,71
60,49,64,2,22,185,74,77
45,30,50,2,21,192,80,73
45,33,59,2,22,185,75,62
15,12,21,1,22,185,83,58
55,46,55,2,20,190,83,72
35,21,53,2,23,193,75,73
51,42,61,2,21,179,78,68
59,47,58,3,22,174,65,51
59,39,57,2,20,184,76,68
56,46,59,2,21,193,91,77
58,48,57,2,21,185,75,59
51,43,55,2,20,177,72,74
63,56,65,2,22,177,70,59
60,48,61,3,21,172,67,46
28,27,44,2,20,188,80,75
32,23,38,2,19,187,80,67
55,51,58,2,20,185,73,64
36,28,56,2,20,187,78,71
37,29,48,2,23,185,84,73
42,33,53,2,23,183,82,72
53,33,58,2,22,185,72,66
51,40,57,2,22,188,79,75
37,30,56,2,22,187,78,73
64,44,65,2,22,170,67,55
61,41,62,2,22,188,83,68
62,60,60,2,22,174,66,56
62,54,64,2,21,176,73,53
51,30,61,2,22,170,68,55
20,22,28,1,21,188,80,44
58,41,61,2,21,180,72,63
11,16,15,1,21,188,88,57
62,34,43,2,21,186,86,74
57,61,62,2,21,182,75,70
55,37,62,2,22,172,69,39
62,41,67,2,22,181,80,62
65,49,61,2,22,180,74,57
59,47,61,2,19,179,78,61
46,32,52,2,20,184,76,63
68,42,67,3,20,180,71,58
29,23,35,2,23,189,80,73
22,41,37,1,21,185,80,62
61,42,60,2,20,175,62,57
61,40,60,2,20,185,75,70
60,41,55,2,22,175,67,51
66,52,62,3,20,180,72,52
60,47,55,2,19,180,73,57
8,11,17,1,22,193,89,56
61,57,63,3,20,177,65,47
10,14,20,1,21,192,84,68
63,31,60,2,20,172,65,38
67,53,65,3,22,172,66,43
53,36,58,2,20,180,71,58
44,23,49,2,22,184,65,68
40,37,48,2,20,186,78,65
63,52,66,3,22,180,75,59
29,26,56,2,21,186,74,70
11,13,17,1,21,186,73,40
50,42,51,2,20,182,75,67
68,45,67,2,18,173,60,50
40,23,45,2,22,195,85,80
58,55,60,2,18,180,75,62
59,53,58,2,18,177,70,65
56,49,50,2,20,180,79,68
39,26,46,2,21,189,80,67
70,56,64,2,20,174,70,41
23,21,38,2,22,194,88,84
56,48,52,2,23,182,76,74
16,16,18,1,23,194,87,56
12,11,25,1,22,188,80,48
50,39,53,2,24,188,74,64
58,36,58,2,23,186,82,71
59,56,62,2,23,175,68,60
35,26,52,2,23,186,79,69
56,50,59,3,22,170,65,34
70,40,55,2,21,165,64,41
60,38,59,2,23,175,70,62
51,33,52,2,24,178,74,71
31,23,57,2,22,186,78,73
44,21,52,2,20,173,68,66
51,37,52,2,19,186,82,72
36,30,47,2,22,186,77,68
60,46,55,2,20,174,73,44
27,24,32,1,22,187,80,59
65,49,62,2,21,180,76,57
62,42,55,2,23,178,67,44
59,47,63,2,23,173,73,64
57,39,54,2,21,177,77,65
69,40,62,2,22,188,78,67
57,30,60,2,23,184,64,65
32,32,32,2,20,183,68,61
63,43,57,3,21,184,72,42
59,46,52,2,23,175,77,57
67,52,55,2,21,177,73,53
52,26,42,2,22,183,75,56
61,43,60,3,22,181,68,54
17,11,12,1,22,189,87,69
30,29,38,2,20,190,77,68
62,51,62,2,21,180,68,58
61,35,52,2,22,178,70,48
11,12,17,1,20,182,75,45
40,35,40,2,22,191,81,71
63,39,60,2,20,171,68,49
60,48,61,2,22,183,91,76
40,29,54,2,20,186,80,73
61,42,62,2,21,180,75,55
29,31,41,2,21,196,86,82
65,54,60,2,21,179,78,64
33,29,47,2,21,182,70,56
63,49,60,2,20,180,70,45
10,14,14,1,21,188,83,59
52,41,51,2,21,175,70,47
65,50,62,2,20,183,70,42
37,26,40,2,21,175,68,76
27,29,40,2,24,173,73,50
65,62,66,2,20,182,74,55
54,56,54,2,23,196,92,91
65,62,65,2,21,183,75,58
60,51,62,2,21,186,73,64
12,20,23,1,23,188,73,55
16,13,19,1,23,191,78,51
13,18,18,1,23,193,84,67
71,69,71,2,23,179,71,33
55,46,57,2,23,180,75,64
58,41,65,2,22,180,70,75
63,50,64,3,22,183,75,83
67,56,52,2,22,188,75,65
60,46,61,2,21,174,62,54
59,44,60,2,23,177,60,50
58,42,60,2,22,185,74,68
61,68,62,3,23,180,75,59
22,19,21,1,23,183,81,71
14,19,24,1,22,190,70,53
29,28,49,2,21,194,79,67
60,48,61,2,23,178,76,72
59,42,62,2,21,180,80,76
62,51,59,2,22,176,59,64
51,42,53,2,22,180,77,63
64,44,65,2,22,168,63,36
59,46,56,2,21,178,70,61
52,42,57,2,21,166,62,56
54,39,63,2,21,177,76,63
61,55,63,3,21,176,56,33
10,31,20,1,24,187,74,63
58,56,66,2,21,177,66,55
42,29,44,2,22,185,73,67
57,48,57,3,19,180,70,66
26,21,29,2,23,187,78,79
54,32,55,2,22,195,80,70
54,50,57,2,21,170,69,55
31,23,43,2,22,195,85,85
49,27,47,2,22,175,65,36
61,43,62,3,22,178,70,57
65,50,62,2,21,181,78,58
29,30,49,2,22,180,72,60
61,58,61,2,22,183,71,56
10,14,17,1,23,191,88,64
58,51,54,2,22,181,76,72
59,60,58,3,22,169,72,49
57,44,58,2,22,172,66,54
10,12,17,1,22,180,68,31
42,38,42,2,21,180,76,65
59,43,56,2,23,177,72,60
64,53,64,3,18,184,75,64
55,35,54,2,22,185,80,72
56,44,53,2,21,180,74,64
57,31,52,2,21,177,71,62
67,38,49,2,21,184,76,45
58,50,57,4,23,174,73,50
58,58,60,2,24,177,80,66
58,54,61,2,23,182,72,62
45,37,50,2,25,188,74,60
68,51,66,2,24,175,69,69
13,14,19,1,24,196,91,74
61,54,59,3,23,170,63,41
59,50,57,3,22,185,72,63
38,36,46,2,24,185,78,77
62,42,58,3,23,180,70,52
58,46,58,2,23,183,78,87
59,31,61,2,21,175,70,68
19,13,20,1,23,196,85,79
57,41,59,2,23,182,80,62
51,22,54,2,22,190,80,74
52,45,51,2,23,181,79,67
51,39,59,2,23,185,77,71
57,53,57,2,22,175,72,52
8,10,18,1,24,185,70,65
59,54,58,2,24,168,68,60
64,48,64,3,23,177,67,67
60,53,63,2,23,183,77,58
11,14,17,1,23,191,104,78
59,37,59,2,20,179,75,57
63,34,61,2,22,184,67,55
34,37,51,2,21,191,80,69
54,63,58,3,24,177,67,63
9,11,11,1,23,196,83,70
66,52,67,3,21,176,70,46
57,40,58,2,23,176,65,56
45,20,43,2,24,187,84,81
54,30,57,2,22,179,74,66
59,49,61,2,23,190,79,68
61,52,62,3,21,173,60,53
13,10,15,1,23,198,86,54
60,41,62,2,21,185,70,63
41,30,50,2,23,180,83,69
5,14,16,1,23,178,73,47
58,42,64,2,22,177,73,56
52,34,58,2,21,182,75,70
48,31,56,2,21,177,69,53
55,32,51,2,23,188,83,72
32,26,40,2,22,188,74,78
58,32,50,2,24,184,80,60
53,41,60,2,22,182,81,65
50,37,49,2,24,183,79,72
55,39,58,2,24,196,80,76
55,33,57,2,24,178,70,67
13,15,17,1,24,190,83,45
61,53,62,2,24,170,68,40
21,21,26,1,22,186,86,74
61,55,63,2,22,178,69,54
57,49,58,3,24,183,74,78
59,57,63,2,23,177,70,61
59,53,58,2,22,178,75,60
64,56,62,3,22,170,68,30
26,30,39,2,23,190,80,78
54,47,55,2,22,184,70,75
56,46,55,2,24,178,77,70
9,12,12,1,24,180,80,52
59,57,60,2,21,175,60,57
50,39,54,2,24,186,78,65
60,39,59,2,23,174,68,35
54,31,60,2,23,180,70,65
61,58,64,2,24,172,63,41
23,29,47,2,22,179,74,69
58,56,62,2,21,178,73,58
56,35,59,2,24,180,71,59
62,64,62,3,24,177,74,56
63,48,62,3,24,173,70,50
59,37,56,2,23,171,68,55
59,51,55,3,18,181,74,55
29,25,37,2,24,180,75,77
15,11,24,1,26,186,80,62
15,19,23,1,25,183,71,54
63,43,63,3,23,169,65,53
61,34,59,2,23,175,75,67
56,27,52,2,24,178,72,63
54,46,59,2,24,179,74,51
57,59,60,2,26,173,70,71
62,60,60,3,22,176,71,51
62,41,58,3,25,178,69,63
63,49,63,3,24,178,72,61
53,43,55,2,22,180,72,72
14,13,24,1,26,187,79,64
57,39,57,2,22,189,74,73
58,45,52,2,21,170,64,46
55,34,52,2,24,179,68,58
61,44,63,2,23,174,68,53
27,26,42,2,24,193,85,86
60,57,57,2,20,175,58,54
61,51,65,2,24,175,69,57
60,58,59,2,24,171,68,69
63,38,61,2,24,177,69,58
12,11,13,1,24,187,79,66
10,8,12,1,24,191,86,73
53,26,49,3,24,182,75,70
60,54,66,2,22,191,75,57
58,49,59,2,25,177,65,59
60,29,48,2,25,182,77,62
65,56,60,2,23,167,66,52
56,42,60,2,25,178,75,52
57,32,61,2,24,179,71,56
56,47,58,2,24,171,69,41
40,35,49,2,23,178,77,78
55,51,56,3,24,176,70,44
59,49,57,2,23,178,67,45
8,11,11,1,25,185,66,51
14,13,18,1,26,190,89,71
52,45,59,2,25,183,75,80
54,49,56,2,24,185,80,82
59,57,61,2,24,178,71,64
52,35,55,2,26,177,76,58
61,48,59,2,23,184,76,62
44,39,43,2,26,178,71,58
52,42,56,2,25,184,72,61
13,16,17,1,25,193,93,68
62,52,57,3,24,180,72,58
56,39,57,2,24,190,85,80
54,34,56,2,24,186,77,73
